# 欽定詞譜 (1715), one row per 格 (metrical pattern) of one 詞牌 (tune title).
# THE TRADITION'S OWN SPEC. Doctrine 62: the primary source states the rule you
# were about to invent, and here it states the one thing a text can never
# supply -- WHICH line ends the tune mandates as rhymes and which it does not.
# Without it a ci rhyme measurement has to infer its own ground truth from the
# characters it is scoring, which is doctrine 13's circularity in one step.
#
# SOURCE  hulbji/couyun, MIT (LICENSE at repo root, covers the repository),
#         couyun/ci_pu/ci_list/cipai_*.json -- 817 per-詞牌 files transcribed
#         from the 欽定詞譜. Reached by `git clone https://github.com/hulbji/
#         couyun` (data/CHANNELS.md). The 欽定詞譜 itself is a 1715 imperial
#         compilation: a millennium-adjacent work three centuries out of any
#         term (doctrine 40, the outer layer is MIT and the inner layer is
#         expired).
#
# COLUMNS
#   tune      the 詞牌, in traditional characters
#   aliases   other names the 詞譜 gives the same tune, '|' separated
#   chars     total characters in the 格
#   groups    the rhyme groups: positions '.' separated within a group, groups
#             '/' separated. Positions are 0-based indices into the poem's
#             character sequence with all punctuation stripped. TWO POSITIONS
#             RHYME IFF THEY ARE IN THE SAME GROUP.
#   ju        line ends the spec marks 句 -- it mandates NO rhyme there. This
#             column is what makes a matched control possible at all.
#   du        讀 positions: a phrase break INSIDE a line, not a line end.
#   template  the 平仄 template, 中 where the tune leaves the tone free.
#
# HOW groups WAS BUILT, and why not from the source's own `yun_classify`.
# `yun_classify` is not a spec statement: on 菩薩蠻 格三 it places positions
# 6/13 in the same group as 18/23, and 菩薩蠻 changes rhyme between them --
# 雪 does not rhyme 眉. The groups here are read from what the notation prints:
# a new group at every 换 marker, and at every change in the register the
# template mandates at consecutive rhyme positions. That declines to assert a
# 平仄通叶 relation anywhere, which is the conservative direction: it can only
# split a real group, never merge two.
#
# THE MARKER GRAMMAR IS LOCALLY AMBIGUOUS and the parse is constrained, not
# guessed. 平 and 仄 are both template symbols and rhyme-marker prefixes
# (平韵, 仄韵, 换平韵, 换仄韵), so `中仄中平仄韵` is five template positions plus
# 韵 or four plus 仄韵. The parse is a search required to satisfy the source's
# own two invariants at once -- the template length must equal `ge_lyu_str`
# and the 韻 positions must equal `rhyme_pos`. 8 of 2,294 格 admit no such
# parse and are REFUSED rather than resolved by a tie-break (doctrine 66).
# Reading every 平/仄 as template instead -- the obvious first pass -- drops
# every 換韻 tune including 菩薩蠻's canonical 格, and drops them SILENTLY,
# because a mis-parse fails the invariant and looks like an unparsable file.
tune	aliases	chars	groups	ju	du	template
品令		65	4.10.22.32.36.42.54.64	14.28.46.58	7.18.39.50	仄仄平平仄中中仄平平仄中平仄仄仄平仄仄仄平平仄仄仄平平中仄中中中仄中平中仄仄中仄中平仄仄平平仄仄中仄仄平平仄仄仄仄平平平仄仄中仄仄
品令		66	4.10.22.33.37.43.55.65	14.18.26.47.51.59	7.40	仄仄平平仄仄平仄平平仄平平仄仄仄平仄仄仄平平仄平仄平平仄仄仄仄平仄仄仄平平仄仄平仄平平仄仄平平仄仄平仄仄平平仄仄仄仄平平平仄仄仄仄仄
品令		65	4.10.22.32.36.42.54.64	16.28.48.60	7.39	仄仄平平仄仄仄仄平平仄平平平仄仄平仄仄平平平仄仄仄平平平仄仄仄平仄仄平仄仄仄仄仄仄平仄仄平平仄仄平仄仄平平平仄仄仄平平平仄仄平仄仄
引駕行		52	10.22.24.36.49.51	3.16.29.43	13.39.46	平平平仄平平仄仄平平仄仄平平仄平仄平仄仄平平仄平仄仄仄仄平平平平仄仄仄平仄仄平仄平平仄仄仄平平仄平仄仄仄
引駕行		100	10.22.24.36.49.51.61.74.76.88.99	3.16.29.43.55.66.70.81.95	13.39.46.91	平平平仄平平仄仄平平仄仄平平仄平仄平中仄平平仄平仄仄仄仄平平平平中仄仄平仄仄中仄平平仄仄仄平平仄中仄中仄平平仄仄仄仄平平平仄仄仄仄平平平平仄仄仄平平仄中仄仄平平中仄平平平仄仄平仄仄仄仄平平仄仄仄平平仄
引駕行		100	10.22.24.36.49.51.61.74.76.88.99	3.18.29.43.55.66.70.81.95	13.39.46.91	平平平仄平平仄仄平平仄仄平平仄平仄平平仄平平仄平仄仄仄仄平平平平平仄仄平仄仄仄仄平平仄仄仄平平仄仄仄平仄平平仄仄仄仄平平平仄仄仄仄平平平平仄仄仄平平仄仄仄仄平平平仄平平平仄仄平仄仄仄仄平平仄仄仄平平仄
引駕行		125	22.24.47.49.61.73.75.85.98.100.112.124	3.10.16.28.35.41.54.66.79.90.94.105.119	13.38.69.115	平平仄仄平平仄仄平平仄仄平平仄平仄平平仄仄平平平平平平平仄平平仄仄平仄仄仄平平仄仄仄平平平仄平平平平平仄平平仄仄平平仄仄平平仄仄仄平平仄仄仄平仄平平平平平平仄仄仄仄仄仄平平仄仄平仄仄平平仄仄仄仄平平平平平仄平平仄平平平仄仄平平仄仄平平仄仄仄仄平仄平平
玉團兒		52	6.13.25.32.39.51	17.21.43.47	9.35	平平仄仄平平仄仄中仄平平仄仄仄仄平平平平中仄平仄平仄中平仄仄平平仄仄仄仄平平仄仄仄仄平平中平平仄平仄仄仄
傾杯令		52	13.19.25.32.39.51	3.7.45	35	中仄平平平平仄仄仄仄仄平平仄平仄中平平仄平仄中平平仄平平中仄平平仄仄平平平平平仄平平仄仄平仄仄仄平平仄仄
鋸解令		52	13.27.31.37.51	6.20.44	9.23.47	仄平平仄仄平平仄仄仄平平仄仄平平仄仄仄平平仄仄仄仄平仄仄仄平仄仄仄仄平平仄仄平平仄仄仄平平仄仄仄仄平仄仄
雙雁兒		52	6.12.19.25.32.38.45.51		9.22.35.48	平平仄仄仄平平仄仄仄仄平平仄平平仄仄平平仄平平仄仄平仄平平仄仄平平仄仄仄仄平平仄平平仄仄平平仄平平仄仄平
尋芳草		52	4.11.19.25.37.45.51	30	7.14.22.33.40.48	仄仄仄平仄仄平仄仄平平仄仄平平仄仄平仄仄仄平平仄平仄仄仄仄平平仄平仄仄平平仄仄平平仄仄平平仄平仄仄平平仄
恨來遲		52	11.24.32.38.51	3.7.16.20.43.47	27	仄仄平平仄中平仄仄仄平平仄仄仄平平仄平平仄仄仄平平仄仄中中仄仄平平仄中平仄平平仄仄仄平平中平中仄中仄平平
恨來遲		53	11.24.32.39.52	3.7.20.48	14.27.35.42	仄仄平平仄仄平平仄仄平平仄仄仄平平仄平平仄仄仄平平仄仄仄平仄仄平平仄仄仄平仄平平仄仄仄平平仄平平仄仄仄平平
珍珠令		52	6.9.16.26.33.40.42.51	21.47	12.36	平平仄仄平平仄平平仄仄仄仄平平平仄平仄仄平平仄平平仄仄仄仄平平平仄仄仄平仄仄平平仄平仄仄仄仄平平平平平仄
壽延長破字令		52	6.11.18.25.32.37.44.51		21.47	平平仄仄平平仄仄平平仄仄仄仄平平平平仄仄平平平平仄仄仄仄平平平平仄仄平平仄仄平仄仄仄平平仄仄仄平仄平仄仄
獻天壽令		52	11.18.24.38.45.51	5.31	34	仄仄平平平仄平平仄仄平平平平平仄仄平平平仄平仄平平仄仄平平平平仄平仄仄仄仄仄平平平平仄仄平平平仄仄仄平平
折花令		52	10.16.25.36.42.51	3.21.29.47	13.39	仄仄平平平平仄仄平平仄仄仄仄平平仄平仄仄平平仄平平仄仄仄平仄平平仄仄平平仄平仄仄平平仄仄仄仄平平平平仄仄
紅窗聽		53	6.13.25.32.43.52	20.39.47	9.35	中仄平平平仄仄中仄仄仄平平仄中平平仄平平仄仄平平平仄仄仄平平平仄仄平平仄平平仄仄平平仄仄仄平平仄仄平平中仄
上林春令		53	5.12.25.32.39.52	18.45	8.21.35.48	平仄平平平仄仄仄仄平平中仄中平中仄平平中仄仄仄平仄仄中平仄仄中中仄仄中仄中平平仄中平仄仄平平中平中仄平平仄
紅窗迥		53	5.14.20.25.41.47.52	2.10.32.37		平仄平中仄仄仄中仄中中仄平中仄平仄仄平中仄仄中平仄仄中仄中平平仄仄仄仄平仄仄平平仄仄中仄中平平仄仄仄平仄仄
紅窗迥		53	2.5.14.20.25.32.41.47.52	10	35	平仄仄仄仄仄仄仄仄平仄仄平平仄平仄仄平仄仄仄仄平仄仄平仄仄平平仄仄仄仄平仄仄平仄平仄仄仄平平平仄仄仄平仄仄
紅羅襖		53	9.26.33.39.44.52	4.14.18.22	29.47	仄中平中仄平仄仄平平仄仄仄平平平平平仄仄平平仄平仄平平仄平仄平仄平平平平仄仄平平仄仄仄平平仄仄仄仄仄仄平平
折桂令		53	6.14.26.33.40.44.52	10.18.22.48	2.29.36	仄平平中仄中平中仄平平中仄平平中仄平平平平仄仄中仄平平中中仄平平仄中仄平平仄仄平平中仄平平中仄平平中仄平平
折桂令		50	5.13.25.31.37.49	9.17.21.41.45		平平仄仄平平平仄平平仄仄平平仄仄平平平平仄仄仄仄平平平仄平平仄平仄平平仄平平平仄平平平仄平平仄仄平平
折桂令		63	6.14.26/36/46.50.54.62	10.18.22.29.32.39.42.58	2	仄平平仄仄仄平仄仄平平仄仄平平仄仄平平平平仄仄仄仄平平仄仄平平仄平平平仄仄仄平平平平仄平仄平平仄仄平平平仄平平仄仄平平平仄平平
折桂令		100	12.21.32.40.53.66.79.87.99	6.16.28.36.44.49.57.70.83.93	24.60.73	仄平平仄仄平平平平仄仄平平平仄平平仄仄仄平平仄平平平平仄仄平仄平平平仄仄仄仄仄平平平平仄平仄平平仄仄仄仄平平仄仄平平仄仄平平仄平平仄平仄平平仄仄平平仄平平仄平平仄平仄仄平仄平平仄仄平平平仄平平仄仄平平
荔子丹		53	6.11.26.33.38.52	18.45	21.48	仄仄平平仄仄平平仄仄平平仄平平仄仄平仄平平仄仄仄仄平平平平仄仄仄平平仄仄仄平平仄仄平平平仄仄仄平平仄仄平平
臨江仙		54	12.19.26.39.46.53	6.33		中平中仄平平仄中中中仄平平仄平平仄仄平平仄平平仄仄平平中仄中平平仄仄仄平平仄平平平平中仄仄平平中平平仄仄平平
臨江仙		58	12.19.28.41.48.57	6.23.35.52		中中平中平中仄中平中仄平平中平中仄仄平平中平中仄中仄仄平平中中仄中平中仄中平中仄平平中平中仄仄平平中平中仄中仄仄平平
臨江仙		58	6.12.19.28.41.48.57	23.35.52		仄中平中仄中平平平仄仄平平平平仄仄仄平平仄平平仄平仄仄平平平仄仄平平仄仄平平平仄平平仄平平仄仄平平平平平仄仄仄仄平平
臨江仙		58	12.19.28/41.48.57	6.23.35.52		平平仄仄平平仄仄平仄仄平平平平仄仄仄平平仄平平仄平仄仄平平平平仄仄平平仄平平仄仄平平平平仄仄仄平平仄平平仄平仄仄平平
臨江仙		60	12.19.29.42.49.59	6.23.26.36.53.56		仄仄平平平仄仄仄平平仄平平仄平平仄仄平平仄平平仄平仄仄仄平平仄仄仄平平仄仄平平平仄平平仄平平仄仄平平平平平仄平仄仄仄平平
臨江仙		58	11.18.28.40.47.57	5.23.34.52		中仄平平中仄中平中仄平平平平平仄仄平平仄平平仄仄中仄仄平平中仄中平中仄平平中仄平平中平平仄仄平平平平中仄仄中仄仄平平
臨江仙		56	11.18.27.39.46.55	5.22.33.50		平仄平平平仄仄平仄仄平平平平平仄仄平平平平仄仄仄仄仄平平仄仄仄平平仄平平仄仄平平平平平仄仄平平仄平平仄仄仄仄平平
臨江仙		60	12.19.29.42.49.59	6.24.36.54		中中中中平中仄平平中仄平平中平中仄仄平平仄平中仄仄中仄仄平平中中中中平中仄中平平仄平平中平中仄仄平平中平中仄仄中仄仄平平
臨江仙		62	13.20.30.44.51.61	6.25.37.56		平仄平平平仄仄平平仄仄仄平平平平仄仄仄平平仄平平仄仄平仄仄平平仄仄平平平仄仄平平平仄仄平平仄平平仄仄平平平平平仄仄仄仄仄平平
臨江仙		59	12.19.29/42.49.58	6.24.36.53		仄平平仄平平仄平平仄仄平平仄平平仄仄平平仄平平仄仄仄仄仄平平仄平平仄平平仄平平平仄平平平平平仄仄平平仄平平仄平仄仄平平
臨江仙		59	12.19.29.42.49.58	6.24.36.53		仄中平中平中仄平平仄仄平平仄平平仄仄平平仄平平仄仄平仄仄平平仄中平中平中仄仄平平仄平平平平仄仄仄平平仄平平仄平仄仄平平
浪淘沙令		54	4.8.15.26.31.35.42.53	22.49		中仄仄平平中仄平平中平中仄仄平平中仄中平平仄仄中仄平平中仄仄平平中仄平平中平中仄仄平平中仄中平平仄仄中仄平平
浪淘沙令		53	3.7.14.25.30.34.41.52	21.48		仄仄平平仄仄平平平平仄仄仄平平仄仄平平平仄仄平仄平平平仄仄平平平仄平平平平平仄仄平平仄仄仄平平仄仄平仄平平
浪淘沙令		55	3.7.14.26.31.35.42.54	18.22.49		平仄平平平仄平平平平仄仄仄平平仄仄平平平仄平仄仄仄平平仄仄仄平平仄仄平平仄平平仄仄平平平仄仄平平仄仄仄仄仄平平
浪淘沙令		52	3.7.14.25.29.33.40.51	21.47		仄仄平平平仄平平仄平平仄仄平平仄仄仄平平仄仄平仄平平仄仄平平仄仄平平仄平仄仄仄平平平仄仄平平仄仄平仄平平
浪淘沙令		54	3.7.14.25.32.36.43.53		17.46	仄平仄仄平平平仄平平仄仄平平仄仄平平仄仄仄仄平仄仄仄平平仄仄平平仄仄平平仄仄平平仄平平仄仄平平仄仄仄平仄平仄
浪淘沙令		55	3.7.26.31.35.49.54	14.18.22.42		仄仄平仄仄平平仄仄平平仄仄平平平平平仄平平仄仄仄平平仄仄仄平平仄仄平平仄仄平平仄仄平平平平平仄平平仄仄平仄平仄
金錯刀		54	5.12.26.32.39.53	2.19.29.46		中中中仄平平平平平仄中平平中平仄仄平平仄平仄平平仄仄平平仄仄仄平平平平中仄中平平中平中仄平平仄中仄平平仄仄平
金錯刀		54	5.12/19/26.32.39/46/53	2.29		仄平平仄平平平平平仄平平平仄平仄仄平平仄平仄平平仄仄平平仄仄仄平平平平仄仄平平平平平平仄平平仄仄仄平平仄仄平
金錯刀		54	2.5.12.26.29.32.39.53	19.46		平平仄平平仄平仄平平平仄仄平平平仄仄平平仄仄平平平仄仄平平仄平平仄平平仄仄平平仄仄平仄仄仄平平平仄仄平平仄仄
端正好		54	6.13.20.26.33.40.47.53		9.23.36.50	仄仄平平平平仄平平仄平仄平仄仄平平仄仄平仄仄仄平平平仄仄平平平平平仄平平仄平平平仄平平仄仄仄平仄仄仄平平平仄
端正好		54	6.13.20.26.33.40.47.53		9.23.36.50	平平仄仄平平仄仄平中仄平平仄仄平仄仄平平仄仄平仄平平仄平平仄仄平平仄仄中仄仄中平仄中平中仄平平仄仄中仄平平仄
杏花天		54	6.13.20.26.33.40.47.53		9.29.36	中中中中平中仄中中中中平中仄中平中仄平平仄平仄中平中仄中中仄中平中仄中中中中平中仄中中中中平中仄中仄中平中仄
杏花天		55	6.13.20.27.34.41.48.54		9.23.37	仄平仄仄平平仄仄平仄平平平仄仄平仄仄平平仄仄仄仄平平平仄仄平仄仄平平仄仄仄仄平平平仄平平仄仄平平仄仄仄平平仄仄
杏花天		56	6.13.20.27.34.41.48.55		9.23.30.37.51	仄平仄仄平平仄仄仄仄平平仄仄仄平平仄平平仄仄仄仄平平仄仄仄仄仄平平仄仄仄平仄平平仄仄平平平仄平平仄仄平仄平平仄仄
天下樂		54	6.12.19.26.34.40.47.53		9.22.29.37.50	仄仄仄平仄仄仄仄仄仄平仄仄平平平平仄仄仄平平仄仄平平仄仄仄仄平平仄仄仄仄仄仄平平仄仄平仄仄平仄仄仄平平平仄仄
戀繡衾		54	6.13.26.40.53	19.33.46	9.16.22.36.43.49	中中平中中中平仄中中平中仄平中中中平平仄仄中平平仄仄平中平中仄平平仄仄中平中仄仄平仄仄中平平仄仄平中中仄仄平
戀繡衾		54	6.13.26.40.53	19.33.46	9.22.36.49	仄平平仄平仄平仄平平平仄仄平仄仄仄平平仄仄仄平平仄仄平平平仄仄平平仄仄平平平仄仄平平仄仄平平仄仄平平平仄仄平
戀繡衾		55	6.13.27.41.54	20.34.47	9.16.23.37.44.50	平仄平仄平仄平仄平平平仄仄平仄仄仄仄仄平仄仄平平平仄仄平平平仄仄平平仄仄仄仄仄仄仄平仄仄仄平平仄仄平仄平仄仄平
戀繡衾		55	6.13.26.41.54	19.33.47	9.16.22.37.44	平平仄仄仄仄平仄平平平仄仄平仄仄仄平平仄仄平平平仄仄平平平仄仄平平仄仄平平仄仄仄仄平仄仄仄平平仄仄仄平平仄仄平
戀繡衾		56	6.13.27.41.55	20.34.48	9.16.23.37.44.51	仄平平仄仄平平仄仄仄平平仄平仄平平仄仄平仄仄平平平仄仄平仄平平仄平平仄仄平平平仄仄平仄仄平平平平仄仄平平平仄仄平
擷芳詞	釵頭鳳	54	2.5.12/15.18.26.29.32.39/42.45.53	22.49		平平仄中中仄仄平中仄平平仄平中仄中平仄仄仄平中仄平平仄平平仄中平仄中平中仄中平仄平平仄中平仄中中中中仄平中仄
擷芳詞	釵頭鳳	58	2.5.12/15.18.26.27.28.31.34.41/44.47.55.56.57	22.51		平平仄平仄仄仄平仄仄平平仄平平仄平平仄仄仄平平仄平平仄仄仄平平仄平平仄仄平仄仄平平仄平平仄平平仄仄仄平平仄平平仄仄仄
擷芳詞	釵頭鳳	58	2.5.12/15.18.26.27.28/31.34.41/44.47.55.56.57	22.51		中平仄平平仄仄中中仄平平仄仄平平仄平平仄中平中中仄平平平平平平仄平平仄仄平中仄平平仄仄平平仄平平仄中中中中仄平平平平
擷芳詞	釵頭鳳	60	2.5.12/15.18.26.27.28.29.32.35.42/45.48.56.57.58.59	22.52		平平仄平平仄仄平平仄平平仄平中仄中平仄仄中平中仄平平仄仄仄仄平平仄中平仄仄平平仄平平仄平平仄仄平仄平中平中仄平平仄仄仄仄
擷芳詞	釵頭鳳	60	2.5.12/15.18.26.27.28.29/32.35.42/45.48.56.57.58.59	22.52		仄平仄平平仄仄仄平平平仄仄仄平平仄平平仄平平仄仄仄平平平平平平平仄平平仄仄平平仄平平仄仄平平仄平平仄平平仄仄仄平平平平平
鬢邊華		54	5.12.26.39.53	19.32.46	8.15.22.35.42.49	仄平平仄仄仄平仄仄平平仄仄仄平平平仄平平仄平仄平平仄仄平平平仄平平仄仄仄平平仄仄仄平仄平仄平平仄平仄平平仄仄
玉樓人		54	6.13.26.33.40.53	19.46	9.22.36.49	仄平平仄平平仄平仄仄平平仄仄平平平仄平平仄平平平仄仄仄平平仄仄平平仄仄仄平仄仄平仄仄平仄仄平平仄平平仄仄平仄
江月晃重山		54	11.18.26.38.45.53	5.21.32.48		平仄平平仄仄仄平平仄平平仄平平仄仄平平平平仄平仄仄平平仄仄平平仄仄平平平仄平平平平平仄仄平平平平仄仄仄仄平平
南鄉一剪梅		54	4.11.22.26.31.38.49.53	18.45		平仄仄平平仄仄平平仄仄平仄仄平平平仄仄平仄平平仄仄平平平仄仄平平仄仄平平仄仄平仄仄平平平仄仄平仄平平平仄平平
鸚鵡曲		54	6.13.26.39.53	20.33.46	16.29.42.49	平平中仄平平仄中中仄中仄平仄仄平平中仄平平仄仄平平平仄仄中平中仄平平仄仄仄平平仄仄平平中仄平平仄仄仄平平仄仄
一七令		55	0.4.10.18.28.40.54	2.7.14.23.34.47		平中仄平平平中仄仄平平平中中仄中中中平中平平仄仄中仄仄平平中仄仄平中仄中平中仄平平中中中中中中仄中中中中仄中平
一七令		55	0.4.10.18.28.40.54	2.7.14.23.34.47		仄中平中仄仄中中平中仄仄仄平仄平平仄仄中中仄中平平中平中仄平中仄中平仄中仄平平仄仄中平中仄仄平平平仄仄平中仄仄
一七令		56	0.1.5.11.19.29.41.55	3.8.15.24.35.48		平平平仄平平平平仄仄平平平平仄仄仄仄平平仄平平仄仄平仄仄平平平仄仄平平仄平平仄仄平平仄仄平平平仄仄仄平仄仄仄平平
一七令		56	0.1.5.11.19.29.41.55	3.8.15.24.35.48		仄仄仄平平仄仄平平平仄仄仄仄平仄平平仄仄平平仄仄平平仄平平仄平平仄仄平仄平仄平平仄仄仄平仄仄仄平平平仄仄平平仄仄
河傳		55	1.3/6.12.19.21.26/33.36.41/44.47.49.54			中仄平仄仄平平中仄中中中平中中中中中中平中平中平平仄平中中中中中中仄中中仄中仄中平仄仄平平中中平中平仄平平仄平
河傳		54	1.3.7/11.18.20.25/32.35.40/43.46.48.53			平仄平仄仄平平仄仄仄平平仄平平仄仄平平平平平平平仄平仄平平仄平平仄平平仄平仄平平仄仄平平平仄平平平仄平平仄平
河傳		54	1.3.11/18.20.25/32.35.40/43.46.48.53	7		仄仄平仄平平仄仄仄平平仄仄平平仄仄平平仄平仄平平仄平平平平仄平平仄平平仄仄仄仄平仄仄平平仄平平平平仄平平仄平
河傳		54	1.3.7.11/18.20.25/32.35.40/43.46.48.53			平仄平仄平平仄仄仄平平仄仄平平仄仄平平仄平仄平平仄平仄平仄仄平平仄仄平仄仄仄平平仄仄平平仄仄平仄平仄平平仄平
河傳		53	1.3.7/11.18.20.23/30.33.38/45.47.52			平仄平仄平平平仄仄仄平平仄平平仄仄平平平平仄平平平平仄仄平平仄仄平仄仄仄平平仄平平平仄仄平平平平平平仄仄平
河傳		53	1.3/11.18.20.23/30.33.38/45.47.52	7		平仄平仄平仄平仄仄仄平平仄平平仄仄平平平平仄平平平平仄仄平平仄平仄仄仄仄平平仄仄平平仄仄平平平平仄平平仄平
河傳		53	1.3.7/11.21.24/31.34.39/49.52	15.43		中仄中仄中平中仄中仄平平中平中仄平中中仄平平仄平平中平中仄平平仄平中仄仄仄平中仄平平中仄中中中仄平平仄平平
河傳		53	3.7/11.21.24/31.34.39/49.52	1.15.43		仄仄平仄仄平平仄平仄平平仄平平仄平仄仄仄平平仄平平平平仄仄平平仄平平仄仄仄平平仄平平仄仄平仄仄仄平平仄平平
河傳		53	3.7/11/15/21.24/31.34.39/49.52	1.43		仄仄中仄平平中仄仄仄平平仄平仄仄平仄仄仄平平仄平平平平仄仄平平仄平中仄仄仄平仄仄平平仄仄平仄仄仄平平仄平平
河傳		53	3.7.15/21.24/31.34.39/49.52	1.11.43		仄仄平仄平平平仄仄仄平平仄平仄仄平仄仄仄平平仄平平平平仄仄平平仄平平仄仄仄平平仄平平仄仄仄仄平仄平平仄平平
河傳		54	3.7.15/21.24/31.35.40/50.53	11.44		仄仄平仄仄平平仄仄仄平平仄平仄仄平仄平仄平平仄平平平平仄仄平平仄仄平仄仄仄仄平平仄平平仄仄平仄仄仄平平仄平平
河傳		54	7.15/21.24/31.35.40/50.53	1.3.11.46		仄仄平仄平平平仄仄仄平平仄平仄仄平仄仄仄平平仄平平平平平仄平平仄仄平仄仄仄仄平平仄平平仄仄平仄仄仄平平仄平平
河傳		54	1.3.7.15/21.24/31.35.40/50.53	11.46		仄仄平仄平平平仄仄仄平平平平仄仄平仄平仄平平仄平平平平仄仄平平仄仄平仄仄仄仄平平仄仄平平仄平仄平仄平平仄平平
河傳		55	1.3.7/11/15/21.26/33.36.41/51.54	45		平仄平仄仄平平仄平仄平平仄平平仄平仄仄仄平平仄平平仄平平平仄仄平平仄平仄仄仄仄平平仄仄平平仄平仄仄仄平平仄平平
河傳		55	1.3.7/11/15/21.26/33.36.41/51.54	46		仄仄平仄平平平仄平仄平平平平仄仄平仄仄仄平平平平仄仄平平平仄仄平平仄平平仄仄仄平平仄仄平平平仄仄平仄平平仄平平
河傳		55	1.3.7.11.21.26/33.36.41/44.47.49.54	15		中仄平仄中平中仄中平中仄仄平平仄平仄中平中仄中平平仄仄中中中中中平仄平平仄中仄平平仄中中平中中平中平中平中仄平
河傳		53	1.3.11.19.24/31.34.39/42.45.47.52	7.14.17		仄仄平仄仄平平仄仄平平仄仄平平仄平平平仄仄平平仄仄仄仄平平仄平仄平平仄仄仄平平仄仄平平仄平平仄平仄平平仄平
河傳		54	3.11.20.25/32.35.40/43.46.48.53	1.7.18		仄平平仄仄平平仄平平平仄平平仄仄仄平平平仄仄平平仄仄仄平平仄平平仄平平仄平仄平平仄仄平平平仄平平平仄平平仄平
河傳		54	3.7.11.20.25/32.35.40/43.46.48.53	14		仄平平仄仄平平仄平平平仄仄平平平仄仄平平仄平平平仄仄平平仄仄平平仄平平仄平仄平平仄仄平平平仄平平平平平仄仄平
河傳		53	3.7.11.17.19.24.31.34.39/42.45.47.52			仄平平仄仄平平仄平平仄仄仄平平仄仄仄仄仄平平平仄仄平平仄仄平平仄平平仄平仄平平仄仄平平仄仄平平平平平平仄平
