# CMUdict letter-to-sound rules, derived by Viterbi-EM alignment.
# BUILT BY quality/g2p.py --train.  Training split = 105744 CMUdict headwords; 11749 held out (fraction 0.1, seed 20260811).
# Doctrine 13: these rules come from CMUdict, so any accuracy quoted for them is on the HELD-OUT split and nowhere else.
#kind	level	key	phones	count
L	3	ngel	NG G	20
L	3	ngem	N JH	4
L	3	ngen	N JH	9
L	3	nges	N JH	15
L	3	ngi$	JH IY	4
L	3	ngio	JH IY	3
L	3	ngla	AE NG	5
L	3	ngle	NG G	48
L	3	ngli	NG G	11
L	3	nglo	N G	4
L	3	ngo$	G OW	9
L	3	ngoo	N G	3
L	3	ngre	R AH	12
L	3	ngro	IH N	4
L	3	ngsb	IH NG	3
L	3	ngsh	IH NG	5
L	3	ngst	NG S	11
L	3	ngsw	IH NG	5
L	3	ngth	L EH	8
L	3	ngua	IH NG	3
L	3	ngui	IH NG	13
L	3	nha$	HH AH	4
L	3	nhab	HH AE	6
L	3	nhal	HH EY	7
L	3	nham	HH AH	6
L	3	nhan	HH AE	7
L	3	nhar	AA R	13
L	3	nhei	HH AY	15
L	3	njar	AA R	3
L	3	njet	N JH	3
L	3	njug	AA N	3
L	3	njus	JH	3
L	3	nkam	N K	4
L	3	nkar	K ER	4
L	3	nkee	K IY	4
L	3	nker	K ER	46
L	3	nket	K AH	4
L	3	nkie	K IY	5
L	3	nko$	AE NG	10
L	3	nkra	K R	3
L	3	nkro	NG K	3
L	3	nksh	AE NG	3
L	3	nkst	NG K	3
L	3	nlar	L AA	4
L	3	nlea	L	4
L	3	nlee	L IY	3
L	3	nles	AH S	4
L	3	nlig		5
L	3	nlik	N L	5
L	3	nlis	EH N	4
L	3	nloa	L OW	6
L	3	nloc		3
L	3	nmar	M AA	3
L	3	nmes	EH N	3
L	3	nna$	N AH	44
L	3	nnab	N AH	7
L	3	nnam	N AH	9
L	3	nner	N ER	54
L	3	nnex	EH	4
L	3	nni$	N IY	18
L	3	nnia	IY AH	6
L	3	nnib	N AH	4
L	3	nnie	N IY	20
L	3	nnih	AH N	3
L	3	nnix	N IH	3
L	3	nnun	AA N	3
L	3	nobe	N OW	4
L	3	nobl	N OW	8
L	3	nobs	N AA	3
L	3	noce	IH N	4
L	3	noci	N AH	3
L	3	noco	N OW	6
L	3	nocu	IH N	9
L	3	noga	N OW	4
L	3	nola	N OW	14
L	3	nole	N OW	5
L	3	noli	N OW	7
L	3	noma	N OW	6
L	3	nome	N OW	6
L	3	nomi	N AA	17
L	3	nomy	R AA	3
L	3	non$	AH N	42
L	3	none	N OW	10
L	3	nony	AH N	3
L	3	nor$	N ER	34
L	3	nora	R AH	5
L	3	nore	AO R	11
L	3	norg	AO R	3
L	3	nori	R IY	7
L	3	nort		29
L	3	nos$	OW Z	11
L	3	nosk	AH N	5
L	3	nost	N AA	13
L	3	nota	N OW	9
L	3	note	N OW	19
L	3	noti	N OW	15
L	3	noto	N OW	5
L	3	nous	AH N	17
L	3	nova	N OW	15
L	3	novo	N OW	8
L	3	nows	N AO	13
L	3	nque	NG K	7
L	3	nsa$	S AH	6
L	3	nsac	R AE	3
L	3	nsan	N Z	3
L	3	nsat	N S	10
L	3	nsbe	N Z	4
L	3	nsce	AE N	3
L	3	nse$	N S	17
L	3	nsea	S IY	4
L	3	nsec	AE N	4
L	3	nsei	S EY	3
L	3	nsen	N S	29
L	3	nser	S ER	25
L	3	nses	N S	5
L	3	nsfe	N S	5
L	3	nsfo		9
L	3	nsgr	R AE	4
L	3	nsic		4
L	3	nsid		7
L	3	nsig		9
L	3	nsio	N SH	13
L	3	nsis		8
L	3	nsiv		8
L	3	nsiz		5
L	3	nska	N S	3
L	3	nske	N S	9
L	3	nski	N S	71
L	3	nsla	AE N	5
L	3	nsma	N S	6
L	3	nson	N S	70
L	3	nspa	AE N	3
L	3	nspe	IH N	8
L	3	nspi	S P	8
L	3	nspl	AE N	4
L	3	nsso		3
L	3	nst$	N S	4
L	3	nsue	IH N	3
L	3	nswe	AE N	7
L	3	nta$	T AH	39
L	3	ntab	T	11
L	3	ntai	EY N	12
L	3	ntam	AE M	7
L	3	ntan	T AE	12
L	3	ntar	T	9
L	3	ntax	T AE	3
L	3	nte$	T IY	47
L	3	ntec	N T	9
L	3	ntee	T IY	9
L	3	ntef	N T	3
L	3	nteg	T AH	11
L	3	ntel	IH N	17
L	3	ntem	N T	15
L	3	nten	T EH	24
L	3	nter	T ER	172
L	3	nteu	N T	4
L	3	ntex	T EH	6
L	3	ntez	N T	3
L	3	nth$	IY N	4
L	3	ntha	IH N	10
L	3	nthi	N TH	5
L	3	nths	AH N	3
L	3	nthu	IH N	5
L	3	nti$	T IY	38
L	3	ntia	SH AH	20
L	3	ntib	AE N	5
L	3	ntid	AE N	5
L	3	ntif	T	12
L	3	ntig	T	3
L	3	ntio	N SH	24
L	3	ntip	AE N	6
L	3	ntiq	AE N	5
L	3	ntir	T	4
L	3	ntit	T	6
L	3	ntiv	T	9
L	3	nto$	EH N	12
L	3	ntol	AH N	5
L	3	ntom	EH N	5
L	3	ntow	T	3
L	3	ntox	IH N	4
L	3	ntra	T R	38
L	3	ntre	T	11
L	3	ntri	T R	20
L	3	ntru	T	9
L	3	ntsu	N T	3
L	3	ntui	IH N	3
L	3	ntun	T	3
L	3	ntuo	N T	3
L	3	ntup	T	3
L	3	ntyr	N T	3
L	3	nuan	UW AH	3
L	3	nuck	N AH	3
L	3	nudg		3
L	3	nufa	AE N	3
L	3	nugg	S N	3
L	3	nuke	N UW	3
L	3	nula	Y AH	3
L	3	nume	N UW	7
L	3	numi	N UW	5
L	3	nunc	AH N	5
L	3	nund	AH N	4
L	3	nune	N UW	3
L	3	nunz	N UW	3
L	3	nuss	N AH	5
L	3	nuto	N UW	3
L	3	nutr	N UW	11
L	3	nuzz	N AH	3
L	3	nvad	V EY	4
L	3	nval	V AE	5
L	3	nvar	V EH	4
L	3	nvei	V EY	4
L	3	nven	V EH	13
L	3	nver	V ER	15
L	3	nvey	N V	4
L	3	nvic	N V	5
L	3	nvie	N V	4
L	3	nvig	IH N	7
L	3	nvir	V AY	13
L	3	nvit	V AY	9
L	3	nvoo	N V	3
L	3	nvot	V OW	4
L	3	nwal	W AO	3
L	3	nwar	W ER	6
L	3	nwas	R EY	3
L	3	nway	AH N	3
L	3	nwie	W IY	4
L	3	nwoo	W UH	7
L	3	nwor	W ER	6
L	3	nya$	Y AH	6
L	3	nyar	AA R	5
L	3	nyl$	N AH	3
L	3	nzan	Z AA	5
L	3	nzas	N Z	3
L	3	nzer	Z ER	21
L	3	nzin	N Z	3
L	3	nzio	N Z	8
L	3	nzon	AA N	3
L	3	oba$	B AH	6
L	3	obab	AA B	3
L	3	obal	OW B	3
L	3	oban	B AE	5
L	3	obar	AA R	5
L	3	obat	B AE	3
L	3	obbe	AA	6
L	3	obby	L AA	5
L	3	obe$	B	11
L	3	obed	IY D	3
L	3	obel	B AH	10
L	3	oben	AH N	5
L	3	obes	B Z	11
L	3	obey	OW B	6
L	3	obia	IY AH	8
L	3	obic	B	5
L	3	obil	B AH	13
L	3	obin	IH N	8
L	3	obio	OW B	4
L	3	obis	B	3
L	3	obit	B IH	4
L	3	obla	AA B	4
L	3	obli	AH B	12
L	3	obor	AA B	4
L	3	obos	OW B	4
L	3	obot	B AA	6
L	3	obri	IH N	3
L	3	obsc	AH B	3
L	3	obse	Z ER	12
L	3	obso	B S	4
L	3	obst	AH B	11
L	3	obta	T EY	3
L	3	obul	AO B	4
L	3	obus	R OW	3
L	3	oby$	OW B	4
L	3	ocan	AH N	3
L	3	ocar	AA R	10
L	3	ocat	K EY	20
L	3	occa	AH K	4
L	3	occi	OW CH	4
L	3	occo	R AA	5
L	3	ocea	AH N	4
L	3	ocen	EH N	4
L	3	ocer	S ER	5
L	3	oces	S EH	7
L	3	ocha	OW K	6
L	3	ocia	SH AH	10
L	3	ocid	S AY	3
L	3	ocie	S AY	3
L	3	ocif	S IH	3
L	3	ocka	L AA	9
L	3	ockl	R AA	7
L	3	ockn	AA K	3
L	3	ockr	K R	6
L	3	ocks	L AA	11
L	3	ocky	AA K	3
L	3	ocom	K AH	6
L	3	ocon	OW K	7
L	3	ocop	OW K	4
L	3	ocor	K AO	5
L	3	ocra	R AE	18
L	3	ocre	R IY	4
L	3	octr	T R	3
L	3	ocul	AO K	6
L	3	ocus	K	6
L	3	ocut	AH K	4
L	3	odal	D	8
L	3	odar	D AA	6
L	3	odas	D	3
L	3	odat	D EY	5
L	3	odd$	AA	3
L	3	oddi	AA	4
L	3	odds	AA	3
L	3	oded	D IH	7
L	3	oden	AH N	12
L	3	odeo	D IY	3
L	3	oder	D ER	21
L	3	odes	D Z	20
L	3	odge	AA	5
L	3	odi$	D IY	11
L	3	odia	IY AH	4
L	3	odie	D IY	12
L	3	odio	D IY	3
L	3	odit	D AY	3
L	3	odli	D L	4
L	3	odmo	D	4
L	3	odne	N ER	3
L	3	odo$	D OW	10
L	3	odol	R OW	3
L	3	odom	OW D	4
L	3	odon	OW D	5
L	3	odor	D ER	7
L	3	odox	D AA	3
L	3	odse	D	3
L	3	odsh	D	4
L	3	odsm	D	3
L	3	odso	D S	4
L	3	odst	D S	4
L	3	oduc	R AH	9
L	3	odul	JH AH	5
L	3	odwi	D W	4
L	3	odyn	OW D	8
L	3	ofes	F EH	6
L	3	offa	AA	4
L	3	offe	F	12
L	3	offi	AO F	8
L	3	offl	F AH	3
L	3	offm	F	4
L	3	offn	F	3
L	3	offo	AA	3
L	3	offr	F	3
L	3	offs	AO F	19
L	3	ofil	OW F	3
L	3	ofin	F	4
L	3	ofit	AA F	7
L	3	ofre	R IY	3
L	3	oftb	S AO	3
L	3	ofte	F	4
L	3	ogal	G AA	3
L	3	ogan	AH N	13
L	3	ogar	G AA	5
L	3	ogat	AH G	7
L	3	oge$	OW JH	5
L	3	ogel	G AH	14
L	3	oger	G ER	9
L	3	oges	IH Z	4
L	3	oget	AH JH	3
L	3	ogey	OW G	4
L	3	ogg$	AA	3
L	3	ogge	AA	4
L	3	oggi	AO	3
L	3	oggl	AA G	4
L	3	ogie	IY Z	14
L	3	ogin	IH N	4
L	3	ogis	IH S	40
L	3	ogiz	AH JH	4
L	3	ogli	G L	10
L	3	ogly	R OW	4
L	3	ogne	N EH	3
L	3	ogst	G S	3
L	3	ohab	HH AE	3
L	3	ohan	AH N	8
L	3	ohaw	OW	3
L	3	oher	R AH	4
L	3	ohle	L ER	5
L	3	ohlf	R OW	3
L	3	ohlm	L M	8
L	3	ohn$	AH N	9
L	3	ohne	N ER	6
L	3	ohns	N Z	4
L	3	ohol	HH AA	4
L	3	ohrb	R AO	3
L	3	ohrm	R M	7
L	3	ohrs	R Z	3
L	3	okai	K AY	4
L	3	okaw	K AA	4
L	3	okay	OW K	3
L	3	oked	UH K	5
L	3	oken	AH N	15
L	3	oker	K ER	27
L	3	okes	K S	19
L	3	okin	K	10
L	3	okol	K AH	4
L	3	okos	K	4
L	3	oksh	UH K	4
L	3	olab	OW L	3
L	3	olac		3
L	3	olak	OW L	4
L	3	olam	L AA	3
L	3	olan	AH N	18
L	3	olar	L ER	17
L	3	olas	L	11
L	3	olat	AH L	20
L	3	olca	L K	4
L	3	olco	L	4
L	3	old$	OW L	42
L	3	oldt		8
L	3	olek	OW L	4
L	3	olen	AH N	16
L	3	oleo	L IY	3
L	3	oler	L ER	20
L	3	oles	L Z	36
L	3	olet		11
L	3	oley		13
L	3	olfe	L	6
L	3	olfi	OW L	6
L	3	olfo	L	5
L	3	olfs	L	4
L	3	olic		20
L	3	olid	AA L	6
L	3	olif	OW L	4
L	3	olig	OW L	3
L	3	olik	L	4
L	3	olin	IH N	27
L	3	olio	L	4
L	3	olis	L	14
L	3	oliv	IH V	5
L	3	oliz	AH L	7
L	3	olln	L	4
L	3	olls	R OW	7
L	3	olma	L M	11
L	3	olo$	L OW	39
L	3	olod		3
L	3	olog	AA L	68
L	3	olor	L ER	17
L	3	olpe	L	3
L	3	olpi	L	3
L	3	ols$	L Z	31
L	3	olse	L	3
L	3	olsh	L	3
L	3	olth		3
L	3	oltm	OW L	3
L	3	olto	L T	6
L	3	olub	S AA	3
L	3	oluc		6
L	3	olum		12
L	3	olya	L	3
L	3	olyc	L	3
L	3	olyn	L	3
L	3	omad	M AE	3
L	3	omag	M	5
L	3	omai	EY N	3
L	3	omak	M EY	3
L	3	omal	AA M	3
L	3	oman	AH N	39
L	3	omar	AA R	10
L	3	omas	M AA	8
L	3	omat	M AE	15
L	3	ombr	M B	3
L	3	omed	M EH	8
L	3	omek	OW M	3
L	3	omen	AH N	13
L	3	omer	M ER	43
L	3	omes	M Z	21
L	3	omet	M AH	23
L	3	omi$	M IY	6
L	3	omic	AA M	15
L	3	omie	IY Z	5
L	3	omil	M AH	4
L	3	omin	M	22
L	3	omis	IH S	5
L	3	omit	M AH	4
L	3	omiz	AH M	8
L	3	omm$	K AA	4
L	3	omog	M	5
L	3	omol	M AA	6
L	3	omon	M	4
L	3	omop	M	3
L	3	omor	AH M	7
L	3	omot	AH M	8
L	3	ompa	M P	26
L	3	ompo	M P	20
L	3	ompt	AA M	6
L	3	omsk	M S	3
L	3	omso	M S	3
L	3	omst	M S	3
L	3	onee	IH R	8
L	3	onre	N R	7
L	3	ooma	UW M	3
L	3	oon$	UW N	43
L	3	oona	AH N	5
L	3	ooni	UW N	6
L	3	oons	N Z	21
L	3	oord	D AH	7
L	3	oorh	R HH	4
L	3	oors	R Z	8
L	3	oos$	UW Z	17
L	3	oosa	S AH	6
L	3	oost	UW S	4
L	3	opag	AH G	4
L	3	opar	P ER	6
L	3	opat	IY OW	3
L	3	oped	L AH	5
L	3	opef	P	4
L	3	opel	AH P	6
L	3	open	AH N	9
L	3	oper	P ER	24
L	3	opes	P S	19
L	3	opha	OW F	3
L	3	opht	AA P	3
L	3	ophy	R OW	4
L	3	opia	IY AH	11
L	3	opic	AA P	14
L	3	opin	P	6
L	3	opki	P K	3
L	3	opla	AH P	5
L	3	ople	P AH	5
L	3	opod	P AA	4
L	3	opor	P AO	5
L	3	opos	OW P	3
L	3	opou	AA P	7
L	3	opov	AA P	3
L	3	opp$	AA	7
L	3	oppi	R AA	5
L	3	oppl	AA P	5
L	3	oppo	AH P	7
L	3	oppr	P R	6
L	3	opsy	AA P	4
L	3	oque	AH K	3
L	3	osa$	S AH	22
L	3	osne	N ER	3
L	3	ota$	T AH	23
L	3	otas	AH Z	4
L	3	otea	T IY	3
L	3	otec	AH T	12
L	3	otee	T IY	3
L	3	oten	AH N	11
L	3	oter	T ER	14
L	3	otes	T S	21
L	3	otha	AA	3
L	3	othb	AO TH	4
L	3	othe	AH DH	19
L	3	othi	AA TH	3
L	3	otho	T	6
L	3	oths	R AO	5
L	3	othw	R AO	4
L	3	oti$	T IY	5
L	3	otia	SH IY	12
L	3	otio	OW SH	14
L	3	otne	N ER	3
L	3	otoc	T	4
L	3	otog	T	7
L	3	otom	T	4
L	3	oton	T	11
L	3	otop	AH T	3
L	3	otor	T ER	12
L	3	otos	T	5
L	3	otot	R OW	9
L	3	otry	T	3
L	3	otsh		3
L	3	otst	T	3
L	3	ott$		15
L	3	otth		3
L	3	otty	AA	3
L	3	oubt		6
L	3	oud$	L AW	4
L	3	oude	L AW	4
L	3	oufl	AH	3
L	3	ouga	UW G	10
L	3	ougl	G L	3
L	3	ouin	IY N	4
L	3	ouis	IY Z	4
L	3	oul$	AW L	3
L	3	oule	R UW	4
L	3	ouli	UW L	5
L	3	oulk	AW L	3
L	3	oulo	AH L	7
L	3	ouls	L S	3
L	3	oun$	UW N	7
L	3	oung		12
L	3	ouns	N S	7
L	3	oupl	AH P	5
L	3	our$	UH R	18
L	3	oura	K ER	9
L	3	ourc	S AO	12
L	3	oure	UH R	3
L	3	ouri	N ER	5
L	3	ourm	R M	4
L	3	ourn	R N	18
L	3	ours	R S	14
L	3	ousa	AH N	3
L	3	ouse	AW S	109
L	3	ousi	AW Z	5
L	3	ouss	UW S	8
L	3	oust	AW S	8
L	3	outh	S AW	27
L	3	outz		3
L	3	ouza	S UW	3
L	3	ovac	AH V	4
L	3	ovak	V AE	3
L	3	ovan	AH N	9
L	3	ovar	AA R	5
L	3	ovat	AH V	8
L	3	ove$	AH V	21
L	3	oved	UW V	8
L	3	ovel	V AH	13
L	3	ovem	V M	3
L	3	oven	AH N	15
L	3	oves	V Z	22
L	3	ovet	V AH	4
L	3	ovia	IY AH	4
L	3	ovie	V IY	10
L	3	ovin	V IY	7
L	3	ovis	AY Z	5
L	3	ovit	V IH	9
L	3	ovo$	V OW	5
L	3	ovos	V AH	3
L	3	ovsk	N AA	5
L	3	owa$	OW AH	5
L	3	owal	AH L	6
L	3	owan	AH N	7
L	3	owar	AW ER	4
L	3	oway	L OW	6
L	3	owde	AW D	8
L	3	owe$	L OW	5
L	3	owed	L OW	10
L	3	owel	AW AH	11
L	3	owen	AH N	9
L	3	owes	OW Z	7
L	3	owia	AW IY	11
L	3	owic	AH V	9
L	3	owie	AW IY	5
L	3	owin	L OW	12
L	3	owis	IH S	3
L	3	owla	OW L	3
L	3	owle	N AA	9
L	3	owls	L Z	4
L	3	owno	R AW	3
L	3	owns	N Z	26
L	3	ows$	OW Z	58
L	3	owse	AW Z	5
L	3	oxes	IH Z	4
L	3	oxid	S AH	6
L	3	oxie	S IY	3
L	3	oyam	Y AA	5
L	3	oyan	AH N	6
L	3	oyco	OY	4
L	3	oye$	OY	6
L	3	oyed	L OY	4
L	3	oyes	OY Z	3
L	3	oyse	OY S	3
L	3	oyst	OY S	4
L	3	ozar	Z AA	3
L	3	oze$	UW Z	4
L	3	ozer	Z ER	6
L	3	ozin	UW Z	4
L	3	ozzi	AA	4
L	3	pfef	F	3
L	3	pfei	F	4
L	3	pfen	N IH	3
L	3	pflu	L UW	3
L	3	phal	AH L	3
L	3	phan	AH N	14
L	3	phar	R	12
L	3	phas	AH S	6
L	3	phat		5
L	3	phe$	F IY	3
L	3	phed		4
L	3	phee	F IY	3
L	3	phem	M IH	3
L	3	phen	AH N	8
L	3	phia	IY AH	3
L	3	phie	IY Z	5
L	3	phil	L AH	21
L	3	phin	N	4
L	3	phob	OW B	3
L	3	phol	OW L	4
L	3	phon	OW N	14
L	3	phor	AO R	3
L	3	phos	S	7
L	3	phra	EY Z	4
L	3	phre		4
L	3	phro	R AH	4
L	3	phyl		4
L	3	phyr		3
L	3	phys	IH Z	6
L	3	phyt	AH F	4
L	3	phyx	F IH	4
L	3	plai	EY N	13
L	3	plan	AE N	30
L	3	plas	AE S	13
L	3	plat	L EY	20
L	3	ple$	L	30
L	3	plea	L IY	7
L	3	plei	IY AH	3
L	3	plem	AH M	11
L	3	plen	EH N	5
L	3	ples	L Z	20
L	3	plex	L EH	14
L	3	plia	AY AH	5
L	3	plim	AH M	4
L	3	plod	L OW	5
L	3	ploi	L OY	7
L	3	plom	L AH	4
L	3	plor	AO R	5
L	3	plos	L	4
L	3	pome	AA M	3
L	3	pon$		9
L	3	ponc		4
L	3	pone	OW N	5
L	3	pong		7
L	3	poni		4
L	3	pony		3
L	3	pora	ER EY	15
L	3	pore	AO R	5
L	3	posa	OW Z	3
L	3	ppal	AO L	3
L	3	ppan	AH N	4
L	3	ppar	P ER	5
L	3	ppea	IH R	12
L	3	ppel	AH L	29
L	3	ppen	AH N	18
L	3	pper	P ER	64
L	3	ppes	S	7
L	3	ppet	P AH	8
L	3	ppi$	P IY	4
L	3	ppia	IY AH	3
L	3	ppie	P IY	4
L	3	ppla	L AO	4
L	3	ppli	P L	7
L	3	pply	P	6
L	3	ppoi	OY N	8
L	3	ppor	AO R	12
L	3	ppos	OW Z	13
L	3	ppra	R EY	4
L	3	ppre	R IY	10
L	3	pter	T ER	9
L	3	ptio	SH AH	23
L	3	ptis	AH S	4
L	3	ptoe	T OW	3
L	3	ptom	T AH	3
L	3	ptor	P T	6
L	3	ptua	CH W	3
L	3	ptur	P CH	11
L	3	pudi	P Y	4
L	3	pula	Y AH	25
L	3	pull	UH L	11
L	3	pulm	UH L	3
L	3	puls	L S	9
L	3	punc	NG K	5
L	3	punk	AH NG	5
L	3	purc	ER CH	4
L	3	pure	UH R	5
L	3	puri	UH R	13
L	3	purl	ER L	4
L	3	purn	ER N	3
L	3	purp	ER P	10
L	3	purr	ER	3
L	3	purt	ER	4
L	3	push		6
L	3	puss	UH S	10
L	3	put$	UH	3
L	3	putn	AH T	3
L	3	putt	AH	17
L	3	qua$	W AH	9
L	3	quac		3
L	3	quad	AA D	6
L	3	quai	EY N	5
L	3	quak	EY	3
L	3	quan	AA N	15
L	3	quar	AO R	34
L	3	quas		5
L	3	quat	W EY	7
L	3	quav	EY	3
L	3	quay		7
L	3	quea	W IY	12
L	3	quee	IY N	8
L	3	quel	W EH	4
L	3	quen	W AH	19
L	3	quer	K ER	8
L	3	ques	EH S	29
L	3	quez	K W	8
L	3	quib	IH	3
L	3	quic	IH K	6
L	3	quie	AY AH	9
L	3	quig		4
L	3	quil	IH L	11
L	3	quin	IH N	33
L	3	quir	AY R	11
L	3	quis	IH S	36
L	3	quiz		4
L	3	quor	AO	3
L	3	rba$	B AH	10
L	3	rbal	AH L	3
L	3	rban	AH N	13
L	3	rbar	R B	5
L	3	rbas	B	3
L	3	rbat	B EY	7
L	3	rbec	ER B	7
L	3	rbed	B	6
L	3	rbee	B IY	5
L	3	rbel	AA R	6
L	3	rben	AH N	3
L	3	rber	B ER	37
L	3	rbes	B Z	3
L	3	rbia	B IY	4
L	3	rbid	B IH	6
L	3	rbie	B IY	3
L	3	rbil	ER B	6
L	3	rbin	R B	8
L	3	rbir	B ER	3
L	3	rbit	B AH	11
L	3	rbla	ER B	3
L	3	rbo$	B OW	5
L	3	rboa	AO R	4
L	3	rboc	B OW	3
L	3	rbow	B	3
L	3	rbro	R B	3
L	3	rbuc	AA R	4
L	3	rbur	R B	9
L	3	rbus	R B	4
L	3	rbut	AA R	3
L	3	rcad	K EY	5
L	3	rcan	K AE	4
L	3	rcap	K AE	3
L	3	rcar	AA R	3
L	3	rcas	R K	3
L	3	rced	ER S	4
L	3	rcei	ER S	3
L	3	rcel	AA R	13
L	3	rcen	S EH	6
L	3	rcep	S EH	8
L	3	rcer	S ER	4
L	3	rchi	AA R	29
L	3	rchm	AA R	4
L	3	rcia	AH L	6
L	3	rcie	ER S	3
L	3	rcif	ER S	3
L	3	rcio	IY OW	3
L	3	rcis	S ER	7
L	3	rck$	AO R	3
L	3	rcla	ER K	3
L	3	rclo	ER K	3
L	3	rcoa	K OW	3
L	3	rcol	K AH	6
L	3	rcom	R K	4
L	3	rcon	EH R	4
L	3	rcoo	ER K	5
L	3	rcor	ER K	3
L	3	rcro	ER K	4
L	3	rcui	S ER	3
L	3	rcum	K AH	8
L	3	rcur	ER K	4
L	3	rcus	R K	4
L	3	rcut		5
L	3	rdab	D	3
L	3	rdah	D	3
L	3	rdai	R D	3
L	3	rdal	D	3
L	3	rdam	ER D	4
L	3	rdan	AH N	5
L	3	rdas	D	3
L	3	rdea	D IY	3
L	3	rdel	AA R	8
L	3	rder	D ER	38
L	3	rdes	D Z	6
L	3	rdi$	D IY	35
L	3	rdia	D	5
L	3	rdic	D	6
L	3	rdie	D IY	6
L	3	rdiz	D	6
L	3	rdle	R D	6
L	3	rdo$	AA R	19
L	3	rdoc	D	3
L	3	rdol	AA R	3
L	3	rdra	ER D	3
L	3	rdso	D S	4
L	3	rdst	R D	5
L	3	rdwa	D	3
L	3	rfei	F IH	5
L	3	rfel	F EH	3
L	3	rfer	F ER	15
L	3	rfie	ER F	7
L	3	rfor	F ER	16
L	3	rgaa	AA R	3
L	3	rgai	R G	4
L	3	rgar	R G	8
L	3	rgas	G AE	3
L	3	rge$	R JH	29
L	3	rgea	R JH	4
L	3	rged	ER JH	9
L	3	rgen	JH AH	13
L	3	rgeo	AH N	4
L	3	rges	IH Z	10
L	3	rget	R G	7
L	3	rgi$	JH IY	3
L	3	rgia	JH AH	4
L	3	rgic	ER JH	3
L	3	rgie	JH IY	4
L	3	rgis	R G	4
L	3	rgiv	ER G	3
L	3	rgiz	ER JH	5
L	3	rgla	L ER	5
L	3	rgoe	R G	4
L	3	rgol	R G	5
L	3	rgon	R G	7
L	3	rgot	ER G	3
L	3	rgro	ER G	3
L	3	rgs$	G Z	5
L	3	rgul	R G	3
L	3	rhag	ER	3
L	3	rhap	R AE	4
L	3	rhea	HH EH	10
L	3	rhet	R EH	4
L	3	rheu	R UW	5
L	3	rhoa	R OW	3
L	3	rhod	R OW	11
L	3	rhoo	HH UH	5
L	3	ria$	IY AH	81
L	3	riab	R IY	4
L	3	riag	EH R	4
L	3	riam	R IY	3
L	3	rias	R IY	5
L	3	rieg	R IY	9
L	3	rika	R IH	6
L	3	rkan	AA R	3
L	3	rked	AA R	11
L	3	rkee	K IY	3
L	3	rkel	K AH	9
L	3	rker	K ER	27
L	3	rkes	AA R	4
L	3	rkey	ER K	8
L	3	rkha	K HH	3
L	3	rkla	K L	3
L	3	rkle	K AH	8
L	3	rko$	K OW	8
L	3	rkov	R K	3
L	3	rkow	K AO	6
L	3	rksh	K	3
L	3	rlac		3
L	3	rlap		4
L	3	rlay		3
L	3	rld$	ER L	6
L	3	rle$	L	27
L	3	rlea	ER L	4
L	3	rlee	R L	4
L	3	rlei	AY N	3
L	3	rlen	R L	8
L	3	rler	L ER	6
L	3	rles	AH S	8
L	3	rlet	AA R	10
L	3	rli$	L IY	5
L	3	rlia	R L	5
L	3	rlic		11
L	3	rlie	L IY	9
L	3	rlif	EH R	5
L	3	rlo$	AA R	6
L	3	rloa	ER L	3
L	3	rlon	R L	3
L	3	rloo	L UW	3
L	3	rlow	AA R	11
L	3	rls$	L Z	8
L	3	rma$	M AH	21
L	3	rmac	M	6
L	3	rmai	M	3
L	3	rmak	M	3
L	3	rmal	R M	18
L	3	rmam	AA R	3
L	3	rmar	M AA	9
L	3	rmas	M	3
L	3	rmat	ER M	11
L	3	rme$	M	4
L	3	rmea	M IY	5
L	3	rmer	M ER	33
L	3	rmet	M	3
L	3	rmey	ER M	6
L	3	rmic	R M	4
L	3	rmid	R M	3
L	3	rmie	M IY	4
L	3	rmil	M IH	5
L	3	rmis	M IH	6
L	3	rmit	M IH	7
L	3	rmix	M IH	3
L	3	rmor	AA R	5
L	3	rmot	ER M	3
L	3	rmou	M	3
L	3	rmst	AA R	5
L	3	rmud	M	4
L	3	rmur	M	3
L	3	rmut	M	6
L	3	rna$	N AH	20
L	3	rnag	R N	3
L	3	rnar	ER N	7
L	3	rner	N ER	44
L	3	rnie	N IY	5
L	3	rniv	R N	4
L	3	rnon	N	4
L	3	roa$	OW AH	3
L	3	roam	R OW	5
L	3	roan	R OW	4
L	3	roar	R AO	6
L	3	roas	R OW	6
L	3	robe	R OW	16
L	3	rocr	OW K	5
L	3	roda	R OW	5
L	3	rode	R OW	21
L	3	rodi	R OW	11
L	3	rodm	R AA	3
L	3	roec		3
L	3	roeh		6
L	3	roel		6
L	3	roen	R AA	3
L	3	roer	OW ER	3
L	3	roet		4
L	3	rofa	R OW	3
L	3	rofe	AH F	9
L	3	roga	EH R	7
L	3	rogm	R AA	3
L	3	rogn	R AA	6
L	3	roha	R OW	3
L	3	rohr	R AO	6
L	3	roia	R OW	4
L	3	roik	R OY	3
L	3	roin	OY N	3
L	3	roka	R OW	5
L	3	rola	R OW	10
L	3	roli	R OW	8
L	3	rols	R OW	3
L	3	roma	R OW	39
L	3	romi	R AA	7
L	3	roms	R AA	5
L	3	ron$	AH N	62
L	3	rona	R OW	6
L	3	rond	AA N	5
L	3	rone	OW N	26
L	3	roni	AA N	16
L	3	ronk	R AA	4
L	3	ronm	R AH	6
L	3	ronn	R AA	3
L	3	rons	R AA	10
